Charity_Legal_Name,Charity_Website,Charity_Size,charity_ID,age
St Kevin's Catholic Church Templestowe,https://www.stkevinsparish.org.au,Small,25044,51
Not-for-Profit and Charity Community Consultants (NFPCCC) Indigenous Corporation,http://www.charityconsultants.org.au,Small,25069,1
Salvador's HOPE Inc,http://www.salvadorshope.org,Small,25082,12
Margaret River State Emergency Service Unit (inc),MargaretRiverSES.com,Small,25113,23
Donate-A-$-A-Week Inc.,www.donateadollaraweek.org,Small,25117,8
Subud Perth,www.subudperth.com.au,Small,25201,64
Ganmain RSL sub-Branch (RSL NSW),http://www.facebook.com/GanmainRSLSubBranch,Small,25231,17
Beyond Zero Emissions Inc.,bze.org.au,Large,25241,16
Children's Joy Foundation International Australia Limited,https://childrensjoyfoundation.org/,Small,25326,4
Defence and Emergency Services Sheds Association,https://www.facebook.com/DESSheds,Small,25330,4
To Be Loved Network Ltd,www.tobeloved.org.au,Small,25332,3
Holy Ground Ministries Incorporated,holyground.com.au,Small,25342,24
Western Emergency Relief  Network Foundation,wern.org,Small,25350,7
Glasshouse Country Baptist Church,www.gcbcq.org,Medium,25399,64
St Anthonys Catholic Church Alphington,https://www.hosan.org.au,Small,25447,108
Lutheran Church Of Australia Queensland District,www.ipswich.church,Small,25457,55
Catholic Parish Of Lower North Shore,https://www.bbcatholic.org.au/lns,Medium,25464,106
Hunter Community Legal Centre Inc,www.hunterclc.com.au,Large,25476,31
Gloucester Pre-School Incorporated,www.gloucesterpreshool.com.au,Large,25478,49
The Movember Group Pty Limited As Trustee For The Movember Foundation,https://au.movember.com/,Large,25526,16
Living Grace Christian Church Incorporated,www.livinggrace.org.au,Medium,25575,12
Australian Healthcare And Hospitals Association,www.ahha.asn.au,Large,25599,74
St Patrick's Catholic Church - Pakenham,www.cdsale.org.au,Medium,25607,68
Strong Nation Community Services Incorporated,www.strongnation.community,Medium,25622,30
Kunsang Yeshe Retreat Centre Incorporated,www.kunsangyeshe.com.au,Small,25638,15
Catholic Social Services (Australia) Limited,www.cssa.org.au,Large,25639,29
Grand Pacific Health Limited,www.gph.org.au/,Large,25640,29
Crisis Intervention and Management Australasia Incorporated,http://www.cima.org.au,Small,25661,24
Christian Schools Australia Limited,www.csa.edu.au,Large,25667,22
Aussie Arise!  LTD,https://www.facebook.com/groups/711902012254879,Small,25734,11
BeefBank Ltd,https://www.beefbank.org,Small,25748,9
Dandy Cat Rescue Inc,https://www.dandycatrescue.org.au/,Small,25792,3
Be Uplifted Inc,https://www.beuplifted.org.au/,Medium,25811,12
Foodbank Of Western Australia Inc,https://www.foodbank.org.au/?state=wa,Large,25857,28
Playford Community Fund Incorporated,pcfund.wix.com/pcfund,Small,25894,37
Blacktown & District Historical Society,www.blacktownhistory.org.au,Small,25919,47
Southern Agcare Inc,www.southernagcare.org.au,Medium,25933,33
Life Education and Development Centre Limited,www.leadcentreaus.com,Small,25966,7
123Read2Me Limited,www.123read2me.org.au,Small,25979,6
World Central Ltd,www.worldcentral.com.au,Small,26004,4
The Council of Churches of Western Australia Inc.,www.churcheswa.org.au,Large,26008,45
VICTORIAN STUDENT REPRESENTATIVE COUNCIL LTD,https://www.vicsrc.org.au/,Medium,26037,2
North West Community Legal Centre Inc,www.nwclc.org.au,Medium,26086,31
Langri Tangpa Centre Inc.,http://www.langritangpa.org.au,Small,26134,40
Australian Shia Gathering Place Inc,www.shia.com.au/,Medium,26140,13
St Thomas' Anglican Church Port Macquarie,www.portanglican.com,Medium,26152,198
Rural Financial Counselling Service Victoria - Wimmera South West Inc.,www.wswrcs.com.au,Large,26154,32
Ingham Family Centre Inc,www.inghamearlylearning.com.au,Medium,26183,37
CatholicCare NT,http://www.catholiccarentorg.au,Large,26191,29
Warrnambool And District Food Share Inc.,http://www.warrnambooldfs.org.au/,Medium,26228,12
St Marys Star Of The Sea Catholic Church Sorrento,http://www.stmaryssorrento.org.au,Small,26245,96
Not Everybody Works Employment Centre Ltd,www.salamanderbayrecycling.org.au,Large,26276,28
Reformed Church Of Langwarrin Inc,www.lcrc.org.au,Small,26323,34
Habitat For Humanity (NSW Q) Limited,https://habitat.org.au/what-we-do/australia/nsw/,Medium,26360,17
St James Catholic Church North Richmond,https://www.ignatius.org.au,Small,26382,122
Koha Community Cafe Inc,www.kohacafe.com,Small,26388,11
Sport And Leisure For The Handicapped Association Inc.,www.sportandleisure.com.au,Small,26393,26
4 Life Care & Training Ltd,www.care.4life.org.au,Small,26404,14
The Trustee for Albany Community Foundation Necessitous Circumstances Fund,www.acfwa.com.au,Small,26457,7
Southern Cross Community Housing Limited,www.scch.org.au,Large,26522,39
The Granville Train Disaster Association Incorporated,www.granvilletraindisaster.org.au,Small,26544,5
LifeNets Australia Incorporated,www.lifenetsaustralia.org,Small,26548,5
Noosa District Community FM Radio Association Incorporated,www.noosafm.org,Small,26554,29
Providential Homes Limited,providentialhomes.com.au,Large,26571,12
Tomaree Community College Incorporated,www.tomareecc.nsw.edu.au,Large,26573,35
Our Holy Redeemer Catholic Church,office@holytrinity.sh,Medium,26590,111
Mt Barker State Emergency Service Inc,https://www.facebook.com/MountBarkerSES,Small,26594,28
South Sudan Child First Education (SSCFE) Incorporated,http://www.southsudanchildfe.org,Small,26601,8
Australian Institute Of Buddhist Learning And Practice,www.aiblp.com.au,Medium,26604,30
Coastlands International Christian Centre Inc,www.coastlands.org.au,Medium,26614,31
Horticultural Therapy Society Of NSW Incorporated,www.cultivatensw.org.au,Small,26633,36
St Agnes Anglican Church Black Rock,www.stagnesblackrock.org.au,Small,26651,123
Muslim Women Association,www.mwa.org.au,Large,26691,39
Jerry's House Limited,www.jerryshouse.org,Small,26732,4
Jeremiah House VPS ( Vulnerable Persons Service) LTD,jeremiahhouse2018.org.au,Small,26752,3
GAYAA DHUWI (PROUD SPIRIT) AUSTRALIA LIMITED,http://www.gayaadhuwi.org.au,Large,26777,2
St Johns Presbyterian Church,http://www.somervillepresbyterianchurch.com/,Small,26830,121
St Vincent De Paul Society National Council Of Australia Incorporated,http://vinnies.org.au,Large,26844,12
St Stephen's Catholic Church,https://www.stgabrielsreservoir.org,Small,26884,65
THE FRIENDS OF THE ABC SA INC,https://www.abcfriends.net.au/sa_nt,Small,26913,30
Contented Pig Inn,www.contentedpiginn.com,Small,26923,3
Colonel Light Gardens Uniting Church,www.clg.ucasa.org.au,Small,26939,45
Workways Australia Limited,www.workways.com.au,Large,26955,32
St Judes Catholic Church Langwarrin,https://www.stjudeparish.com.au,Small,27006,40
Work Connection Limited,www.workconnection.com.au,Large,27011,33
North Eastern Community Hospital Incorporated,www.northeasternhospital.com.au,Large,27022,50
Voces Caelestium,http://www.vocescaelestium.org,Small,27074,8
Lord Monckton Foundation,www.lordmoncktonfoundation.com,Small,27083,11
Manna4life Ltd,www.manna4life.org.au,Small,27099,8
The Animal Rehoming Service,www.tars.org.au,Small,27166,14
Southeast Housing Co Operative Ltd,https://www.sehc.org.au,Large,27170,22
EnviTE Incorporated,www.envite.org.au,Small,27171,29
The Message Of The Cross Ministries International Network,www.tmotcministries.com.au,Small,27180,2
Grace Lutheran Church Riverview,www.ipswich.church,Small,27189,56
The Trustee for the Australian Online Giving Foundation,www.australianogf.org.au/,Large,27191,7
Logan House Fire Support Network Inc,http://www.lhfsn.org,Small,27223,7
Toc H South Australia Inc,www.openlight.org.au,Medium,27238,97
Womens Health NSW Incorporated,http://www.whnsw.asn.au,Medium,27239,41
Rural Solutions Queensland Inc.,https://www.rfcssq.org.au/,Large,27281,24
Western Air Care Incorporated,www.westernaircare.org,Small,27314,3
The United Apostolic Volunteers Foundation,www.uavfoundation.org,Small,27319,14
Colel Chabad Australia Ltd.,www.colelchabad.com.au,Medium,27405,4
Tom Price Youth Support Association Inc,https://www.tpysa.org.au,Medium,27507,35
Broadview Uniting Church,https://broadview.ucasa.org.au/,Small,27508,45
The Trustee For Volunteer Fire Brigades Victoria Welfare Fund,www.vfbv.com.au,Medium,27533,14
The Light House The House Of Light,www.thelighthousethehouseoflight.org,Small,27553,13
Baptist Church Pambula,http://pambulabaptist.org.au/wordpress2/?page_id=45,Small,27612,43
Nu-Road Welfare Incorporated,https://www.theshackcommunitycentre.com.au/nu-road-welfare,Medium,27655,23
Enterprise & Training Company Limited,etcltd.com.au,Large,27688,33
St Justins Catholic Church Wheelers Hill,http://pol.org.au/wheelershill,Small,27697,36
LawRight Inc.,www.lawright.org.au,Large,27716,21
St Brigid's Catholic Church Healesville,https://www.stbrigidshealesville.cam.org.au,Small,27756,133
St Augustines & St Pauls Anglican Churches Bulli/Woonona Parish Council,bullianglican.org.au,Medium,27765,150
Calvary Care Ltd,www.calvarycc.global,Small,27783,18
Gippsland Health Network Limited,www.gphn.org.au,Large,27816,10
AUSTRALIAN ALLIANCE TO END HOMELESSNESS LIMITED,https://aaeh.org.au/,Medium,27822,9
Enable Social Enterprises Limited,www.enableaustralia.org.au,Medium,27826,8
Shelter (Australia) Limited,www.shelternow.org.au,Small,27830,8
Give One Percent Incorporated,www.giveonepercent.org.au,Small,27878,4
Church Of Christ Thornbury,www.thornburychurch.org.au,Small,27888,101
Murray Valley Aboriginal Co-Operative,www.mvac.org.au,Large,27912,48
St Matthews Lutheran Church Maclagan,facebook.com/goombungee/maclagan/lutheran/parish,Small,27917,87
Glenora Online Access Centre,www.education.tas.gov.au,Small,27956,23
Scots Church,http://www.scotschurch.org.au,Medium,27963,45
Engen Institute Inc.,www.engen.org.au,Small,27979,30
St Johns Anglican Church - Minchinbury,https://minchinbury.church,Medium,28011,25
UCA - Lower Manning Uniting Church,https://coopernook.uca.org.au/,Small,28031,45
Macarthur Legal Centre Inc,www.maclegal.net.au,Large,28050,35
Katoomba Lighthouse Church Of Christ,www.katoombalighthouse.org.au,Small,28061,32
Happy Huskies Victoria Incorporated,www.happyhuskies.org.au,Small,28068,1
Messianic Education Australia Ltd,www.messianiceducationaustralia.com,Small,28077,7
Uniting Church in Australia Creative Ministries Network Congregation,creative.unitingchurch.org.au/,Small,28083,10
HUMANITY FOR ALL LTD,https://www.humanityforall.org.au/,Medium,28120,4
The Olive Branch Australia Ltd,http://www.toba.charity,Medium,28135,2
ORPHAN CARE AUSTRALIA LTD,www.orphancareaustralia.org.au,Small,28150,2
EMERGENCY ACTION ALLIANCE LIMITED,https://emergencyaction.org.au/,Medium,28166,1
Kingsway Global Care,kingswayglobalcare.org,Small,28235,2
The Roman Catholic Trusts Corporation for the Diocese of Melbourne,www.cam.org.au,Large,28243,115
Byron Region Community College Inc.,www.byroncollege.org.au,Large,28246,29
Cooranbong Community Services Centre Association Incorporated,cooranbongcommunityservices.com.au,Medium,28273,56
Christian Reformed Church Of South Gippsland Inc,http://www.crcsg.org.au,Small,28279,65
Creative Hearts Centre,creativeheartscentre.com,Small,28296,4
Strategic Missions Partnerships Inc.,https://www.facebook.com/Strategic-Missions-STAMP-181948845171964/?ref=bookmarks,Small,28305,17
Hallam Community Learning Centre Inc,www.hallamclc.com.au,Medium,28363,38
Mackay Regional Council For Social Development Ltd.,http://www.greaterwhitsundaycommunities.org.au,Medium,28376,48
Alstonville Wardell Catholic Church,www.alstonvillecatholicchurch.org.au,Medium,28377,41
BUNBURY CATHEDRAL GRAMMAR SCHOOL FOUNDATION INC,www.bcgs.wa.edu.au,Small,28433,18
Belmont Neighbourhood Centre Inc,http://www.bnc.asn.au,Medium,28468,31
The Buttery Limited,www.buttery.org.au,Large,28484,14
Al-Ihsan Foundation International Limited,www.alihsan.org.au,Large,28532,8
K-9 Unity,https://k9unityrescue.wixsite.com/k9unitydogrescueqld,Small,28536,4
Holy Name Catholic Church Preston East,https://www.stgabrielsreservoir.org,Small,28540,70
St Mary's Jacobite Syrian Orthodox Church,http://stmaryssydney.com/,Small,28543,16
Coast Community Care Incorporated,www.coastcommunity.care,Small,28566,17
The Bushfire Foundation Inc,www.thebushfirefoundation.org,Small,28574,6
St Elizabeth's Catholic Church Noble Park North,http://www.stelizabethsparish.org.au,Small,28591,45
Our Lady Of The Pines Church,https://www.ourladyofthepineschurch.org,Small,28605,33
Nerang Neighbourhood Centre Inc,www.nncinc.com.au,Medium,28633,29
St Matthews Catholic Church North Fawkner,http://stmatthewsparish.org.au,Small,28646,58
Uca - Gisborne,www.macedonrangesunitingchurch.org.au,Small,28685,45
South West Child Adolescent & Family Services Inc,http://www.cafs.com.au,Medium,28755,29
C3 Church Melrose Park Incorporated,www.c3mp.org.au,Medium,28757,8
Jesuit Australia Mission Fund,http://jesuit.org.au/,Small,28830,34
Marrickville Legal Centre,www.mlc.org.au,Large,28873,39
Lord Of The Breakthrough Inc,www.breakthrough.net.au,Medium,28898,25
Serbian Orthodox Church St Naum Ohridski,https://www.facebook.com/Saint-Naum-of-Ohrid-Serbian-Orthodox-Church-Newcastle-1653885268168192/?ref=br_rs,Small,28916,63
Ensay Bush Nursing Centre,https://www.ensaybushnursing.com.au,Medium,28984,44
The Entrance Surf Life Saving Inc,www.theentranceslsc.com.au,Small,28989,100
Healing International Inc.,hi.org.au,Small,29014,9
United Way South Australia Incorporated,www.unitedwaysa.com.au,Medium,29072,49
Play Australia (Ipa Austrlia),http://www.playaustralia.org.au,Medium,29080,109
St Mary's Parish Geelong,http://www.stmarysgeelong.com.au,Medium,29091,181
St Christopher's Catholic Church Airport West,http://pol.org.au/airportwest,Small,29117,61
The Trustee For Karma Currency Foundation,https://www.goodcompany.com.au,Large,29163,15
Palmera Projects,https://palmera.org/,Large,29177,13
Lalor Living & Learning Centre Inc,https://lalorllc.vic.edu.au/,Medium,29179,35
Network Of Caring,www.networkofcaring.org.au,Small,29187,12
Filipino Chaplaincy of The Diocese of Parramatta,www.filipinochaplaincy.com,Small,29223,19
Respect Awareness Inc,www.respect.org.au,Small,29229,25
Justice Connect,www.justiceconnect.org.au,Large,29241,28
The Board of Benevolence and Of Aged Masons Widows and  Orphans' Fund,https://www.handheartpocket.org.au,Large,29248,44
St Simons Catholic Church Rowville,www.stsimonsparish.com.au,Medium,29254,34
Parish of Our Lady of the Southern Cross,https://olsc.org.au,Medium,29273,11
Winners Chapel International Melbourne Australia,https://www.winnerschapelmelbourne.org/,Medium,29290,6
300 Blankets,www.300blankets.org.au,Small,29296,9
The Charitable Foundation For Books In Homes Australia,www.booksinhomes.com.au,Large,29307,21
One Light Federation,www.onelightfederation.org,Small,29311,7
Australia Hope International Inc,www.ahi.org.au,Large,29361,19
St Michael's Catholic Church - Berwick,www.cdsale.org.au,Medium,29376,66
Leichhardt Women's Community Health Centre Incorporated,www.lwchc.org.au/,Large,29402,48
Rotary Australia Benevolent Society,www.rawcs.org.au,Large,29447,10
Avalon Centre Incorporated,avaloncentre.org.au,Medium,29460,35
The Schaffa Foundation,www.thestreetbuffet.org.au,Small,29478,6
Australian Council For International Development Incorporated,www.acfid.asn.au,Large,29537,57
Sydney Gateway Church Inc,sydneygatewaychurch.wordpress.com,Small,29561,13
Citi-Rock Church,regainhopecharity.wordpress.com,Small,29743,17
The Parish Of Our Lady Of The Rosary Kyneton,http://www.kynetontotrentham.org,Small,29789,170
Bio Balance Health Limited,www.biobalance.org.au,Small,29794,24
Bible & Literature Distributors Incorporated,www.cmiaid.org,Medium,29804,18
Australian Federation Of Medical Women Inc.,afmw.org.au,Small,29807,95
Disaster Aid Australia,www.disasteraidaustralia.org.au,Small,29865,14
St James The Apostle Catholic Church Hoppers Crossing North,http://stjamesapostlehcn.com.au,Medium,30000,33
Genesis Counselling And Training Service Inc,http://www.genesisaid.com,Small,30001,39
The Trustee for PGH,http://www.trustpgh.com,Small,30064,8
Mount Eliza Neighbourhood House Inc.,www.mountelizanh.com.au,Medium,30115,39
NAVAL ASSOCIATION OF AUSTRALIA,www.navalassoc.org.au,Small,30209,101
St Joseph's Catholic Church - Foster,www.cdsale.org.au,Small,30233,82
Karratha Volunteer State Emergency Service,www.karrathases.org.au,Small,30244,25
St Patricks Catholic Church Lilydale,https://stpatrickslilydale.cam.org.au,Small,30249,151
St Gabriels Catholic Church Reservoir,https://www.stgabrielsreservoir.org,Small,30258,86
Redcliffe Peninsula Surf Life Savingclub Inc,www.redcliffeslsc.com.au,Large,30270,31
Freedom Care Inc.,www.freedomcare.org.au,Small,30277,13
The Melbourne Chevra Kadisha,www.mck.org.au,Large,30413,61
St Mary's Catholic Church Hampton,https://www.stmaryshampton.org,Small,30427,97
St Patricks Catholic Church Mentone,http://pol.org.au/mentoneparkdale,Small,30449,118
Cbd Chabad Centre Incorporated,www.cbdchabad.org.au,Small,30487,15
NATIONAL NURSES PLUS PTY LIMITED,https://nnplus.com.au/,Large,30492,13
Geraldton Institute Incorporated t/a Geraldton Universities Centre,www.guc.edu.au,Large,30498,12
